CustomerID,SignupDate,AgeGroup,Gender,Country,City,PreferredChannel,LoyaltyTier,EmailOptIn,CustomerType
12127,2023-09-20,35-44,F,United Kingdom,City_47,Web,Bronze,1,occasional
12128,2024-01-09,25-34,M,Australia,City_194,Web,Bronze,0,loyal
12129,2023-08-25,35-44,M,United Kingdom,City_106,Phone,Bronze,1,loyal
12130,2023-12-21,18-24,F,United Kingdom,City_43,Mobile App,Bronze,1,occasional
12131,2023-03-09,45-54,F,Germany,City_21,Web,Silver,0,occasional
12132,2023-08-26,55-64,M,United Kingdom,City_161,Mobile App,Platinum,0,occasional
12133,2023-03-09,35-44,M,United Kingdom,City_161,Web,Bronze,1,loyal
12134,2023-08-06,55-64,M,United Kingdom,City_194,In-Store,Silver,1,occasional
12135,2023-06-22,45-54,Other,Germany,City_169,Web,Bronze,1,occasional
12136,2023-07-27,55-64,M,United Kingdom,City_99,Web,Silver,0,one_time
12137,2023-11-19,45-54,F,EIRE,City_160,Web,Silver,1,occasional
12138,2023-04-20,55-64,F,United Kingdom,City_157,Web,Bronze,1,loyal
12139,2023-05-07,35-44,M,United Kingdom,City_65,Web,Bronze,0,one_time
12140,2023-12-03,25-34,M,United Kingdom,City_51,Web,Silver,1,loyal
12141,2023-09-04,45-54,Other,United Kingdom,City_175,Web,Bronze,0,occasional
12142,2023-08-08,25-34,M,United Kingdom,City_98,Web,Bronze,1,loyal
12143,2024-03-05,35-44,M,United Kingdom,City_179,Mobile App,Silver,1,loyal
12144,2023-10-19,55-64,M,Spain,City_64,Mobile App,Silver,1,loyal
12145,2024-02-16,18-24,M,Switzerland,City_154,Phone,Bronze,0,occasional
12146,2023-11-23,25-34,F,United Kingdom,City_179,In-Store,Bronze,1,one_time
12147,2023-03-08,18-24,F,United Kingdom,City_96,Web,Bronze,1,at_risk
12148,2023-06-28,55-64,F,United Kingdom,City_21,Web,Gold,1,loyal
12149,2023-11-23,55-64,M,United Kingdom,City_136,Mobile App,Silver,0,one_time
12150,2023-12-22,35-44,F,United Kingdom,City_99,Web,Silver,1,loyal
12151,2023-07-10,25-34,F,United Kingdom,City_13,Mobile App,Bronze,0,one_time
12152,2023-12-17,35-44,M,United Kingdom,City_158,Phone,Silver,1,loyal
12153,2024-03-24,18-24,M,United Kingdom,City_156,Web,Bronze,1,occasional
12154,2023-09-25,45-54,M,United Kingdom,City_49,Web,Bronze,1,one_time
12155,2023-10-16,18-24,F,United Kingdom,City_157,In-Store,Gold,1,one_time
12156,2023-03-25,35-44,F,Belgium,City_179,Web,Silver,1,at_risk
12157,2023-07-31,45-54,M,Portugal,City_108,Web,Silver,0,loyal
12158,2023-11-27,25-34,M,United Kingdom,City_146,Mobile App,Silver,1,occasional
12159,2023-05-24,25-34,M,United Kingdom,City_100,Mobile App,Silver,1,one_time
12160,2023-11-07,25-34,M,United Kingdom,City_100,Web,Bronze,1,occasional
12161,2023-07-28,25-34,M,France,City_81,Web,Bronze,1,one_time
12162,2024-06-05,65+,F,United Kingdom,City_84,Web,Bronze,1,occasional
12163,2023-04-19,35-44,F,United Kingdom,City_55,Web,Bronze,1,loyal
12164,2023-07-27,45-54,M,United Kingdom,City_59,Web,Bronze,1,one_time
12165,2023-11-20,65+,M,Germany,City_96,Mobile App,Silver,1,loyal
12166,2023-04-07,55-64,F,United Kingdom,City_181,Web,Gold,1,one_time
12167,2023-10-04,35-44,F,United Kingdom,City_26,Web,Bronze,1,one_time
12168,2023-04-02,35-44,M,United Kingdom,City_38,In-Store,Silver,1,occasional
12169,2023-10-06,55-64,M,United Kingdom,City_75,Mobile App,Gold,1,occasional
12170,2023-02-10,35-44,Other,United Kingdom,City_115,Mobile App,Bronze,1,loyal
12171,2023-09-18,45-54,F,United Kingdom,City_171,Mobile App,Bronze,1,one_time
12172,2023-04-25,55-64,F,United Kingdom,City_170,Web,Gold,0,occasional
12173,2023-08-28,18-24,F,United Kingdom,City_155,Phone,Bronze,1,one_time
12174,2024-03-29,35-44,F,United Kingdom,City_173,Web,Silver,1,loyal
12175,2023-02-26,35-44,F,United Kingdom,City_122,Phone,Bronze,1,loyal
12176,2023-09-23,25-34,M,United Kingdom,City_199,In-Store,Gold,0,occasional
12177,2024-01-19,35-44,F,United Kingdom,City_103,Web,Silver,1,occasional
12178,2023-10-26,18-24,M,Germany,City_24,Mobile App,Bronze,0,one_time
12179,2023-02-04,45-54,F,United Kingdom,City_54,Web,Silver,1,loyal
12180,2023-11-13,45-54,M,United Kingdom,City_141,Web,Bronze,1,occasional
12181,2023-09-03,45-54,Other,United Kingdom,City_54,Mobile App,Silver,1,at_risk
12182,2023-12-22,65+,F,United Kingdom,City_68,In-Store,Silver,1,occasional
12183,2023-11-23,35-44,F,United Kingdom,City_167,Web,Gold,1,at_risk
12184,2023-08-24,25-34,F,Australia,City_3,Web,Silver,1,loyal
12185,2024-07-19,25-34,M,United Kingdom,City_43,Mobile App,Bronze,1,occasional
12186,2023-06-09,35-44,M,United Kingdom,City_193,Web,Bronze,1,one_time
12187,2023-07-17,45-54,F,United Kingdom,City_184,In-Store,Gold,0,occasional
12188,2023-02-20,25-34,F,United Kingdom,City_134,Web,Silver,1,loyal
12189,2023-09-23,25-34,M,United Kingdom,City_182,Mobile App,Bronze,0,loyal
12190,2023-06-13,55-64,F,United Kingdom,City_17,Web,Silver,0,at_risk
12191,2023-03-02,18-24,M,United Kingdom,City_35,Web,Bronze,1,occasional
12192,2023-06-27,25-34,F,United Kingdom,City_84,Web,Silver,1,at_risk
12193,2023-02-28,35-44,F,United Kingdom,City_2,In-Store,Gold,1,one_time
12194,2023-08-18,45-54,F,United Kingdom,City_68,In-Store,Silver,0,one_time
12195,2023-12-19,45-54,F,United Kingdom,City_178,Web,Silver,0,occasional
12196,2023-03-01,35-44,M,United Kingdom,City_170,Mobile App,Bronze,1,loyal
12197,2023-08-04,25-34,F,EIRE,City_127,Mobile App,Gold,1,occasional
12198,2023-12-24,18-24,F,Netherlands,City_134,Mobile App,Bronze,0,occasional
12199,2023-11-20,35-44,F,Germany,City_18,Mobile App,Bronze,1,occasional
12200,2023-05-01,45-54,F,United Kingdom,City_129,In-Store,Bronze,1,loyal
12201,2023-08-08,18-24,M,United Kingdom,City_23,Web,Silver,1,one_time
12202,2023-07-16,35-44,F,United Kingdom,City_80,In-Store,Bronze,1,one_time
12203,2023-03-26,55-64,M,United Kingdom,City_57,Web,Bronze,1,one_time
12204,2024-02-27,45-54,M,United Kingdom,City_108,Web,Bronze,1,occasional
12205,2023-05-20,35-44,M,United Kingdom,City_47,Web,Bronze,1,occasional
12206,2023-06-26,35-44,M,United Kingdom,City_193,Web,Bronze,1,occasional
12207,2023-05-31,55-64,F,Norway,City_17,Web,Bronze,0,occasional
12208,2023-11-18,18-24,F,United Kingdom,City_117,Web,Silver,0,one_time
12209,2023-08-07,25-34,F,United Kingdom,City_199,Web,Bronze,0,one_time
12210,2023-05-10,55-64,F,United Kingdom,City_22,Web,Bronze,0,one_time
12211,2023-05-23,65+,F,Belgium,City_67,Web,Bronze,1,occasional
12212,2023-08-03,45-54,F,United Kingdom,City_62,Mobile App,Bronze,1,one_time
12213,2023-09-05,25-34,M,United Kingdom,City_99,Mobile App,Silver,0,occasional
12214,2023-06-24,45-54,M,United Kingdom,City_36,In-Store,Silver,0,at_risk
12215,2023-08-21,25-34,M,EIRE,City_138,Web,Bronze,1,occasional
12216,2023-02-27,25-34,M,United Kingdom,City_166,Mobile App,Bronze,1,one_time
12217,2023-04-24,18-24,M,Germany,City_23,Phone,Silver,0,one_time
12218,2023-04-16,35-44,M,France,City_60,Web,Silver,1,occasional
12219,2023-10-19,25-34,F,United Kingdom,City_176,Mobile App,Gold,0,one_time
12220,2023-07-10,25-34,F,Portugal,City_187,Mobile App,Bronze,1,occasional
12221,2023-07-21,45-54,F,United Kingdom,City_186,Mobile App,Silver,0,at_risk
12222,2023-09-11,35-44,M,Netherlands,City_183,Mobile App,Silver,1,occasional
12223,2023-04-04,35-44,M,France,City_155,Mobile App,Bronze,0,at_risk
12224,2023-04-11,25-34,F,United Kingdom,City_4,Web,Bronze,1,occasional
12225,2023-06-05,18-24,F,United Kingdom,City_40,Mobile App,Platinum,1,one_time
12226,2023-09-30,55-64,M,United Kingdom,City_168,Mobile App,Silver,1,occasional
12227,2023-05-28,35-44,F,Australia,City_184,Web,Silver,1,one_time
12228,2023-09-13,55-64,F,United Kingdom,City_53,Phone,Gold,0,occasional
12229,2023-10-29,25-34,F,United Kingdom,City_138,Web,Bronze,1,occasional
12230,2023-04-04,45-54,F,United Kingdom,City_13,Web,Bronze,0,loyal
12231,2023-02-23,35-44,F,United Kingdom,City_96,Web,Bronze,0,loyal
12232,2023-05-26,25-34,M,United Kingdom,City_9,Web,Bronze,1,at_risk
12233,2023-09-23,35-44,M,Belgium,City_82,Web,Silver,1,loyal
12234,2023-11-24,45-54,F,United Kingdom,City_141,In-Store,Gold,1,loyal
12235,2023-06-12,55-64,M,United Kingdom,City_191,Mobile App,Bronze,1,at_risk
12236,2023-06-19,65+,F,United Kingdom,City_32,Mobile App,Bronze,1,at_risk
12237,2023-05-07,25-34,F,EIRE,City_127,Web,Bronze,0,one_time
12238,2023-06-11,25-34,F,United Kingdom,City_109,In-Store,Silver,0,occasional
12239,2023-08-05,35-44,M,Belgium,City_94,Web,Silver,0,one_time
12240,2024-02-21,45-54,F,United Kingdom,City_158,Mobile App,Bronze,0,occasional
12241,2023-09-27,45-54,F,United Kingdom,City_72,In-Store,Silver,1,loyal
12242,2023-05-22,35-44,M,France,City_56,Web,Bronze,1,occasional
12243,2023-03-14,18-24,M,United Kingdom,City_83,Mobile App,Silver,1,occasional
12244,2023-06-06,25-34,M,United Kingdom,City_13,Web,Silver,1,occasional
12245,2023-03-15,25-34,M,Belgium,City_114,In-Store,Bronze,1,occasional
12246,2023-09-07,35-44,F,United Kingdom,City_73,Mobile App,Silver,1,occasional
12247,2023-07-08,25-34,M,United Kingdom,City_162,In-Store,Bronze,0,loyal
12248,2023-11-21,55-64,M,EIRE,City_116,Web,Silver,1,one_time
12249,2023-11-18,25-34,F,United Kingdom,City_113,Web,Bronze,1,occasional
12250,2023-04-10,55-64,F,United Kingdom,City_192,Web,Silver,1,occasional
12251,2023-07-26,45-54,F,United Kingdom,City_90,Mobile App,Silver,1,loyal
12252,2023-03-16,25-34,F,United Kingdom,City_89,Mobile App,Bronze,1,one_time
12253,2023-05-10,45-54,F,United Kingdom,City_8,Web,Bronze,1,one_time
12254,2023-03-05,25-34,F,United Kingdom,City_27,Mobile App,Bronze,1,occasional
12255,2023-12-21,55-64,F,United Kingdom,City_59,Mobile App,Platinum,1,occasional
12256,2023-08-16,55-64,M,United Kingdom,City_147,Web,Silver,0,occasional
12257,2023-06-03,35-44,M,United Kingdom,City_128,Mobile App,Bronze,1,at_risk
12258,2023-01-31,25-34,M,United Kingdom,City_136,Web,Silver,0,occasional
12259,2023-05-25,45-54,F,United Kingdom,City_167,Mobile App,Gold,1,occasional
12260,2023-07-10,55-64,F,France,City_168,Web,Bronze,0,occasional
12261,2023-07-17,45-54,F,United Kingdom,City_133,In-Store,Gold,1,one_time
12262,2023-07-21,65+,F,United Kingdom,City_18,Web,Gold,1,one_time
12263,2023-03-21,25-34,F,United Kingdom,City_25,Mobile App,Silver,1,occasional
12264,2023-04-20,55-64,M,United Kingdom,City_192,Web,Bronze,1,occasional
12265,2023-04-24,45-54,M,Germany,City_175,Web,Silver,1,one_time
12266,2023-01-26,35-44,F,United Kingdom,City_141,Mobile App,Gold,1,loyal
12267,2023-12-12,18-24,F,United Kingdom,City_180,Web,Bronze,1,one_time
12268,2023-06-21,45-54,F,United Kingdom,City_70,Web,Bronze,1,one_time
12269,2023-07-04,25-34,M,United Kingdom,City_180,In-Store,Bronze,1,one_time
12270,2023-09-25,45-54,F,United Kingdom,City_126,Web,Bronze,1,one_time
12271,2023-08-08,25-34,M,United Kingdom,City_159,Web,Bronze,1,loyal
12272,2023-05-12,25-34,M,United Kingdom,City_129,Web,Bronze,1,one_time
12273,2023-02-12,45-54,M,Germany,City_106,In-Store,Bronze,1,loyal
12274,2023-04-15,45-54,F,United Kingdom,City_166,Web,Bronze,1,occasional
12275,2023-06-01,45-54,F,United Kingdom,City_107,Web,Platinum,1,occasional
12276,2023-01-26,45-54,M,United Kingdom,City_66,Web,Silver,1,occasional
12277,2024-02-26,35-44,F,United Kingdom,City_138,Web,Gold,1,one_time
12278,2023-08-01,45-54,M,USA,City_184,Mobile App,Silver,1,at_risk
12279,2023-06-14,45-54,M,United Kingdom,City_198,Mobile App,Gold,0,occasional
12280,2023-10-22,18-24,F,United Kingdom,City_110,Web,Silver,0,one_time
12281,2023-09-07,25-34,M,United Kingdom,City_89,Web,Bronze,1,occasional
12282,2024-06-15,35-44,F,United Kingdom,City_129,Web,Silver,1,one_time
12283,2023-06-03,45-54,M,United Kingdom,City_4,Web,Platinum,1,occasional
12284,2023-03-06,45-54,F,United Kingdom,City_42,Web,Bronze,1,occasional
12285,2023-08-14,35-44,F,United Kingdom,City_42,Mobile App,Bronze,1,at_risk
12286,2024-02-06,45-54,M,United Kingdom,City_120,Web,Gold,0,one_time
12287,2023-04-27,45-54,M,Australia,City_125,Mobile App,Bronze,1,occasional
12288,2023-12-12,25-34,F,United Kingdom,City_111,Web,Gold,1,at_risk
12289,2024-03-29,55-64,F,Norway,City_102,Web,Silver,1,at_risk
12290,2023-07-01,35-44,M,United Kingdom,City_52,Web,Bronze,1,loyal
12291,2023-06-08,25-34,F,United Kingdom,City_152,Mobile App,Silver,1,loyal
12292,2023-11-07,25-34,F,United Kingdom,City_17,Web,Bronze,1,loyal
12293,2023-12-03,25-34,F,United Kingdom,City_1,Web,Platinum,1,at_risk
12294,2023-02-26,65+,F,Spain,City_12,Phone,Bronze,0,occasional
12295,2023-10-17,35-44,F,United Kingdom,City_3,Web,Bronze,0,occasional
12296,2023-11-19,25-34,F,United Kingdom,City_194,Mobile App,Silver,0,loyal
12297,2023-07-28,25-34,M,United Kingdom,City_173,Mobile App,Gold,0,occasional
12298,2023-06-22,18-24,F,United Kingdom,City_29,Web,Bronze,1,occasional
12299,2024-07-11,35-44,F,United Kingdom,City_87,Web,Platinum,1,loyal
12300,2023-05-06,35-44,F,United Kingdom,City_184,Web,Gold,0,occasional
12301,2023-07-17,45-54,M,United Kingdom,City_190,Web,Silver,1,loyal
12302,2023-08-21,35-44,F,United Kingdom,City_46,Phone,Bronze,0,occasional
12303,2024-04-08,25-34,M,United Kingdom,City_175,In-Store,Bronze,1,occasional
12304,2023-06-08,25-34,F,Australia,City_151,Web,Bronze,0,occasional
12305,2023-07-26,25-34,M,EIRE,City_127,Web,Silver,1,loyal
12306,2024-03-09,55-64,M,Spain,City_153,Web,Bronze,1,loyal
12307,2023-11-08,25-34,M,United Kingdom,City_91,Mobile App,Bronze,0,occasional
12308,2023-10-08,45-54,F,Germany,City_90,Web,Bronze,1,occasional
12309,2023-07-03,55-64,F,United Kingdom,City_75,Mobile App,Gold,1,occasional
12310,2023-08-27,35-44,M,United Kingdom,City_173,Web,Bronze,1,occasional
12311,2023-03-16,25-34,F,United Kingdom,City_80,Web,Bronze,1,occasional
12312,2024-01-28,18-24,F,United Kingdom,City_18,Web,Bronze,0,loyal
12313,2023-10-18,18-24,F,EIRE,City_5,Mobile App,Silver,1,at_risk
12314,2023-10-01,55-64,F,United Kingdom,City_42,In-Store,Silver,1,occasional
12315,2023-04-26,25-34,M,United Kingdom,City_151,Web,Bronze,0,occasional
12316,2023-11-14,65+,F,United Kingdom,City_119,Web,Bronze,1,loyal
12317,2023-05-24,25-34,M,Spain,City_68,Mobile App,Bronze,0,occasional
12318,2023-07-14,55-64,F,Germany,City_80,Mobile App,Gold,1,one_time
12319,2023-11-08,55-64,M,United Kingdom,City_81,Mobile App,Bronze,1,one_time
12320,2023-09-13,25-34,M,EIRE,City_112,Web,Gold,1,one_time
12321,2023-05-14,25-34,F,United Kingdom,City_199,Web,Bronze,0,one_time
12322,2023-10-01,35-44,M,France,City_116,In-Store,Bronze,1,occasional
12323,2023-05-26,25-34,F,United Kingdom,City_50,Mobile App,Bronze,1,occasional
12324,2023-04-14,18-24,F,Australia,City_190,Web,Silver,1,loyal
12325,2023-05-24,18-24,F,United Kingdom,City_101,Mobile App,Silver,1,occasional
12326,2023-08-22,35-44,F,United Kingdom,City_130,In-Store,Silver,0,occasional
12327,2023-10-24,35-44,F,EIRE,City_66,Web,Gold,0,occasional
12328,2023-09-14,18-24,F,United Kingdom,City_171,Mobile App,Silver,1,occasional
12329,2023-05-04,18-24,F,United Kingdom,City_171,Mobile App,Silver,0,occasional
12330,2023-04-09,45-54,F,United Kingdom,City_49,In-Store,Bronze,1,at_risk
12331,2023-06-01,18-24,F,United Kingdom,City_24,Web,Bronze,1,one_time
12332,2023-06-20,45-54,M,United Kingdom,City_193,Phone,Bronze,1,at_risk
12333,2023-04-20,35-44,F,United Kingdom,City_35,Mobile App,Bronze,0,loyal
12334,2023-05-26,35-44,F,United Kingdom,City_65,Mobile App,Silver,1,loyal
12335,2023-03-10,65+,M,United Kingdom,City_96,Mobile App,Bronze,1,one_time
12336,2023-06-27,35-44,F,United Kingdom,City_45,Web,Platinum,1,loyal
