CustomerID,Recency,Frequency,Monetary,AOV,UniqueProducts,UniqueCategories,Tenure,AvgQty,R_Score,F_Score,M_Score,RFM_Score,AgeGroup,Gender,LoyaltyTier,PreferredChannel,Country
12105,2,38,51586.27,264.5449743589744,72,8,487,3.6256410256410256,5,5,5,555,45-54,M,Bronze,Web,Switzerland
12106,169,12,29348.73,1012.0251724137931,23,7,380,9.241379310344827,2,4,5,245,35-44,M,Bronze,Web,United Kingdom
12107,52,17,14554.74,184.2372151898734,40,8,653,3.924050632911392,4,4,4,444,45-54,M,Gold,Web,United Kingdom
12108,573,1,2.83,2.83,1,1,0,1.0,1,1,1,111,25-34,F,Bronze,Mobile App,United Kingdom
12109,122,5,1305.05,93.21785714285714,12,7,318,2.4285714285714284,3,2,2,322,35-44,F,Silver,Web,France
12110,13,29,16486.9,116.92836879432625,67,8,636,2.482269503546099,5,5,5,555,45-54,F,Silver,Web,United Kingdom
12111,27,26,19387.19,152.65503937007875,54,8,440,2.6692913385826773,5,5,5,555,45-54,F,Silver,Web,United Kingdom
12112,118,6,1690.3100000000002,169.031,9,7,504,2.1,3,2,2,322,45-54,F,Silver,In-Store,United Kingdom
12114,32,8,4015.53,182.5240909090909,18,7,216,2.6818181818181817,5,3,3,533,35-44,F,Gold,In-Store,United Kingdom
12115,43,20,15791.32,161.13591836734693,47,8,510,3.86734693877551,4,5,5,455,35-44,M,Silver,Web,United Kingdom
12116,168,17,5423.28,139.05846153846153,30,8,372,2.769230769230769,2,4,4,244,65+,M,Silver,Web,United Kingdom
12117,12,32,19828.17,120.90347560975611,65,8,484,3.634146341463415,5,5,5,555,55-64,M,Bronze,Web,United Kingdom
12118,122,3,272.01,54.402,5,3,203,2.2,3,2,1,321,25-34,M,Bronze,Mobile App,France
12119,99,13,4895.79,152.9934375,25,7,485,2.9375,3,4,4,344,45-54,M,Bronze,Mobile App,France
12120,276,1,1323.91,1323.91,1,1,0,7.0,2,1,2,212,25-34,M,Gold,Web,United Kingdom
12121,468,2,385.02,192.51,2,2,46,4.5,1,1,1,111,55-64,F,Silver,In-Store,Germany
12122,2,39,45720.3,251.21043956043957,64,8,607,4.428571428571429,5,5,5,555,35-44,M,Silver,Web,United Kingdom
12123,409,1,142.35,142.35,1,1,0,3.0,1,1,1,111,45-54,F,Silver,Mobile App,Portugal
12124,48,28,29627.29,233.28574803149607,59,8,619,3.921259842519685,4,5,5,455,25-34,F,Silver,Web,United Kingdom
12126,68,6,1465.62,122.135,10,5,384,2.9166666666666665,4,2,2,422,45-54,F,Bronze,Web,United Kingdom
12127,49,14,3345.94,101.3921212121212,25,8,403,3.0,4,4,3,443,35-44,F,Bronze,Web,United Kingdom
12128,13,29,22926.55,162.59964539007092,66,8,320,3.4113475177304964,5,5,5,555,25-34,M,Bronze,Web,Australia
12129,12,25,16850.32,144.01982905982905,57,8,450,3.675213675213675,5,5,5,555,35-44,M,Bronze,Phone,United Kingdom
12130,58,4,810.51,162.102,4,3,295,3.4,4,2,2,422,18-24,F,Bronze,Mobile App,United Kingdom
12131,114,7,1820.07,101.115,15,7,503,1.8333333333333333,3,2,2,322,45-54,F,Silver,Web,Germany
12132,62,11,5879.1,189.6483870967742,23,8,393,3.3870967741935485,4,4,4,444,55-64,M,Platinum,Mobile App,United Kingdom
12133,8,31,33442.19,237.1786524822695,53,8,556,4.73758865248227,5,5,5,555,35-44,M,Bronze,Web,United Kingdom
12134,55,16,6521.04,186.31542857142855,25,8,435,4.257142857142857,4,4,4,444,55-64,M,Silver,In-Store,United Kingdom
12135,216,9,3729.6,155.4,19,7,321,2.875,2,3,3,233,45-54,Other,Bronze,Web,Germany
12136,458,1,928.0,928.0,1,1,0,100.0,1,1,2,112,55-64,M,Silver,Web,United Kingdom
12137,49,5,611.88,61.188,8,6,312,2.5,4,2,2,422,45-54,F,Silver,Web,EIRE
12138,32,21,18835.13,190.2538383838384,51,8,506,3.808080808080808,5,5,5,555,55-64,F,Bronze,Web,United Kingdom
12139,585,1,267.55,133.775,2,2,0,2.5,1,1,1,111,35-44,M,Bronze,Web,United Kingdom
12140,6,23,15926.24,151.67847619047618,52,8,354,3.952380952380953,5,5,5,555,25-34,M,Silver,Web,United Kingdom
12141,83,12,7486.0,249.53333333333333,20,7,340,5.366666666666666,3,4,4,344,45-54,Other,Bronze,Web,United Kingdom
12142,3,21,16291.27,169.70072916666666,49,8,505,3.59375,5,5,5,555,25-34,M,Bronze,Web,United Kingdom
12143,11,34,27366.8,160.98117647058822,65,8,287,3.947058823529412,5,5,5,555,35-44,M,Silver,Mobile App,United Kingdom
12144,21,34,18580.88,112.61139393939396,71,8,414,2.624242424242424,5,5,5,555,55-64,M,Silver,Mobile App,Spain
12145,81,11,6063.23,216.54392857142852,22,6,210,2.321428571428572,3,4,4,344,18-24,M,Bronze,Phone,Switzerland
12147,405,9,2372.38,81.80620689655173,19,6,208,6.137931034482759,1,3,3,133,18-24,F,Bronze,Web,United Kingdom
12148,6,38,52229.21,273.4513612565445,70,8,539,3.549738219895288,5,5,5,555,55-64,F,Gold,Web,United Kingdom
12149,296,2,454.21,151.40333333333334,2,1,19,3.333333333333333,2,1,1,211,55-64,M,Silver,Mobile App,United Kingdom
12150,15,28,21481.63,149.17798611111112,58,8,355,3.2847222222222223,5,5,5,555,35-44,F,Silver,Web,United Kingdom
12151,411,2,474.65,158.21666666666667,3,3,85,4.333333333333333,1,1,2,112,25-34,F,Bronze,Mobile App,United Kingdom
12152,17,21,21407.71,203.8829523809524,56,8,336,5.580952380952381,5,5,5,555,35-44,M,Silver,Phone,United Kingdom
12153,111,10,2730.52,143.71157894736842,15,8,168,2.1578947368421053,3,3,3,333,18-24,M,Bronze,Web,United Kingdom
12154,340,2,164.53,54.84333333333333,3,3,100,2.0,1,1,1,111,45-54,M,Bronze,Web,United Kingdom
12155,408,1,2.3,2.3,1,1,0,1.0,1,1,1,111,18-24,F,Gold,In-Store,United Kingdom
12156,294,6,5175.21,246.43857142857144,14,8,236,6.809523809523809,2,2,4,224,35-44,F,Silver,Web,Belgium
12157,1,36,42988.05,258.96415662650605,68,8,503,4.831325301204819,5,5,5,555,45-54,M,Silver,Web,Portugal
12158,162,3,376.01,75.202,4,3,110,2.0,2,2,1,221,25-34,M,Silver,Mobile App,United Kingdom
12160,143,11,2857.06,109.88692307692308,20,8,259,2.4615384615384617,3,4,3,343,25-34,M,Bronze,Web,United Kingdom
12161,404,1,35.64,17.82,2,2,0,1.0,1,1,1,111,25-34,M,Bronze,Web,France
12162,25,12,3164.41,102.07774193548389,19,7,146,2.903225806451613,5,4,3,543,65+,F,Bronze,Web,United Kingdom
12163,51,22,20074.09,191.18180952380956,50,8,512,6.342857142857143,4,5,5,455,35-44,F,Bronze,Web,United Kingdom
12164,454,1,189.8,189.8,1,1,0,4.0,1,1,1,111,45-54,M,Bronze,Web,United Kingdom
12165,13,21,18379.15,195.52287234042555,49,8,388,3.861702127659575,5,5,5,555,65+,M,Silver,Mobile App,Germany
12166,486,1,243.39,243.39,1,1,0,7.0,1,1,1,111,55-64,F,Gold,Web,United Kingdom
12167,341,1,60.16,60.16,1,1,0,4.0,1,1,1,111,35-44,F,Bronze,Web,United Kingdom
12168,89,12,5572.2300000000005,168.85545454545456,22,7,544,2.8484848484848486,3,4,4,344,35-44,M,Silver,In-Store,United Kingdom
12169,95,4,254.67,28.296666666666667,9,5,289,1.3333333333333333,3,2,1,321,55-64,M,Gold,Mobile App,United Kingdom
12170,5,42,30686.98,157.3691282051282,71,8,660,3.097435897435897,5,5,5,555,35-44,Other,Bronze,Mobile App,United Kingdom
12171,386,1,5.9,5.9,1,1,0,1.0,1,1,1,111,45-54,F,Bronze,Mobile App,United Kingdom
12172,496,2,979.88,122.485,7,6,77,1.625,1,1,2,112,55-64,F,Gold,Web,United Kingdom
12173,475,1,31.34,15.67,2,1,0,1.0,1,1,1,111,18-24,F,Bronze,Phone,United Kingdom
12174,2,24,24608.5,206.7941176470588,52,8,263,4.714285714285714,5,5,5,555,35-44,F,Silver,Web,United Kingdom
12175,1,30,20022.37,152.84251908396945,54,8,671,3.992366412213741,5,5,5,555,35-44,F,Bronze,Phone,United Kingdom
12176,49,14,7777.45,243.0453125,19,8,403,5.8125,4,4,4,444,25-34,M,Gold,In-Store,United Kingdom
12177,48,11,3026.33,131.5795652173913,21,8,239,2.652173913043478,4,4,3,443,35-44,F,Silver,Web,United Kingdom
12178,393,1,18.76,18.76,1,1,0,2.0,1,1,1,111,18-24,M,Bronze,Mobile App,Germany
12179,20,45,43995.13,205.5847196261682,72,8,657,5.635514018691588,5,5,5,555,45-54,F,Silver,Web,United Kingdom
12180,48,5,7041.42,469.428,14,6,331,8.666666666666666,4,2,4,424,45-54,M,Bronze,Web,United Kingdom
12181,225,11,7935.58,208.83105263157896,23,7,254,2.3157894736842106,2,4,4,244,45-54,Other,Silver,Mobile App,United Kingdom
12182,71,11,4917.04,153.6575,21,7,299,3.8125,4,4,4,444,65+,F,Silver,In-Store,United Kingdom
12183,211,10,5716.55,178.6421875,21,8,177,2.4375,2,3,4,234,35-44,F,Gold,Web,United Kingdom
12184,4,35,22040.72,136.89888198757765,64,8,475,3.3354037267080745,5,5,5,555,25-34,F,Silver,Web,Australia
12185,26,5,2926.3,365.7875,7,5,116,15.375,5,2,3,523,25-34,M,Bronze,Mobile App,United Kingdom
12187,131,8,3764.48,198.13052631578947,14,8,370,7.631578947368421,3,3,3,333,45-54,F,Gold,In-Store,United Kingdom
12188,19,34,19642.11,120.50374233128836,64,8,648,2.631901840490797,5,5,5,555,25-34,F,Silver,Web,United Kingdom
12189,1,46,24249.58,120.04742574257426,74,8,428,3.198019801980198,5,5,5,555,25-34,M,Bronze,Mobile App,United Kingdom
12190,272,11,6588.97,168.94794871794872,24,8,223,8.794871794871796,2,4,4,244,55-64,F,Silver,Web,United Kingdom
12191,82,12,3128.62,100.9232258064516,19,8,584,2.290322580645161,3,4,3,343,18-24,M,Bronze,Web,United Kingdom
12192,289,8,2693.5,99.75925925925924,22,8,222,2.814814814814815,2,3,3,233,25-34,F,Silver,Web,United Kingdom
12194,382,1,56.12,28.06,2,2,0,1.0,1,1,1,111,45-54,F,Silver,In-Store,United Kingdom
12195,90,4,307.16,61.432,5,3,179,2.2,3,2,1,321,45-54,F,Silver,Web,United Kingdom
12196,4,37,34234.74,199.0391860465116,62,8,653,4.424418604651163,5,5,5,555,35-44,M,Bronze,Mobile App,United Kingdom
12197,107,11,1850.48,74.0192,19,8,309,2.24,3,4,2,342,25-34,F,Gold,Mobile App,EIRE
12198,81,11,4535.7,156.40344827586208,23,8,244,2.931034482758621,3,4,4,344,18-24,F,Bronze,Mobile App,Netherlands
12199,54,11,9874.27,318.52483870967745,22,8,345,6.225806451612903,4,4,4,444,35-44,F,Bronze,Mobile App,Germany
12200,19,27,22630.95,175.43372093023257,59,8,589,3.4573643410852712,5,5,5,555,45-54,F,Bronze,In-Store,United Kingdom
12201,459,2,1363.71,681.855,2,2,49,4.5,1,1,2,112,18-24,M,Silver,Web,United Kingdom
12202,388,1,63.2,31.6,2,2,0,1.0,1,1,1,111,35-44,F,Bronze,In-Store,United Kingdom
12204,36,7,1961.52,103.23789473684212,11,6,246,2.6842105263157894,4,2,2,422,45-54,M,Bronze,Web,United Kingdom
12205,80,5,1669.13,185.45888888888888,8,4,325,2.111111111111111,3,2,2,322,35-44,M,Bronze,Web,United Kingdom
12206,96,6,3861.39,193.0695,17,6,453,2.75,3,2,3,323,35-44,M,Bronze,Web,United Kingdom
12207,108,4,1813.35,302.225,6,5,298,20.0,3,2,2,322,55-64,F,Bronze,Web,Norway
12208,320,1,27.45,27.45,1,1,0,3.0,2,1,1,211,18-24,F,Silver,Web,United Kingdom
12209,402,2,212.16000000000005,53.040000000000006,4,4,91,2.25,1,1,1,111,25-34,F,Bronze,Web,United Kingdom
12210,460,1,4.09,4.09,1,1,0,1.0,1,1,1,111,55-64,F,Bronze,Web,United Kingdom
12211,158,9,2671.94,106.8776,19,8,428,2.24,2,3,3,233,65+,F,Bronze,Web,Belgium
12212,503,1,8.96,8.96,1,1,0,4.0,1,1,1,111,45-54,F,Bronze,Mobile App,United Kingdom
12213,71,11,4265.21,177.7170833333333,19,7,388,2.958333333333333,4,4,3,443,25-34,M,Silver,Mobile App,United Kingdom
12214,259,9,20542.53,684.751,21,7,257,6.033333333333333,2,3,5,235,45-54,M,Silver,In-Store,United Kingdom
12215,64,11,1955.04,78.2016,18,8,427,2.4,4,4,2,442,25-34,M,Bronze,Web,EIRE
12216,580,1,148.7,148.7,1,1,0,5.0,1,1,1,111,25-34,M,Bronze,Mobile App,United Kingdom
12217,492,2,181.08,60.35999999999999,3,2,41,1.6666666666666667,1,1,1,111,18-24,M,Silver,Phone,Germany
12218,155,12,5006.07,156.4396875,22,7,415,3.21875,3,4,4,344,35-44,M,Silver,Web,France
12219,433,1,246.86,246.86,1,1,0,1.0,1,1,1,111,25-34,F,Gold,Mobile App,United Kingdom
12220,60,8,2457.03,106.82739130434784,17,8,460,2.4347826086956523,4,3,3,433,25-34,F,Bronze,Mobile App,Portugal
12221,257,16,8315.8,148.49642857142857,32,8,259,4.285714285714286,2,4,4,244,45-54,F,Silver,Mobile App,United Kingdom
12222,203,10,3036.5,121.46,15,7,195,3.16,2,3,3,233,35-44,M,Silver,Mobile App,Netherlands
12223,423,10,8775.35,243.75972222222225,24,7,200,2.7777777777777777,1,3,4,134,35-44,M,Bronze,Mobile App,France
12224,73,10,1351.67,64.3652380952381,17,8,541,2.4285714285714284,4,3,2,432,25-34,F,Bronze,Web,United Kingdom
12225,454,1,10.11,10.11,1,1,0,1.0,1,1,1,111,18-24,F,Platinum,Mobile App,United Kingdom
12226,55,3,24974.25,4994.85,5,4,304,25.0,4,2,5,425,55-64,M,Silver,Mobile App,United Kingdom
12228,89,3,258.33,51.666,5,4,326,5.0,3,2,1,321,55-64,F,Gold,Phone,United Kingdom
12229,55,10,3840.34,202.1231578947369,14,6,335,6.105263157894737,4,3,3,433,25-34,F,Bronze,Web,United Kingdom
12230,6,24,19250.32,179.90953271028036,48,8,619,3.532710280373832,5,5,5,555,45-54,F,Bronze,Web,United Kingdom
12231,23,35,47712.32,271.09272727272725,68,8,649,4.846590909090909,5,5,5,555,35-44,F,Bronze,Web,United Kingdom
12232,269,11,5156.9,147.34,27,6,230,2.5142857142857142,2,4,4,244,25-34,M,Bronze,Web,United Kingdom
12233,15,39,26827.71,141.94555555555556,74,8,450,3.9576719576719577,5,5,5,555,35-44,M,Silver,Web,Belgium
12234,14,20,15071.3,155.3742268041237,46,8,329,2.711340206185567,5,5,4,554,45-54,F,Gold,In-Store,United Kingdom
12235,349,14,7814.51,147.44358490566037,28,8,204,3.962264150943396,1,4,4,144,55-64,M,Bronze,Mobile App,United Kingdom
12236,296,19,5449.7300000000005,86.5036507936508,38,8,265,2.4761904761904763,2,4,4,244,65+,F,Bronze,Mobile App,United Kingdom
12238,69,6,1491.36,124.28000000000002,9,5,427,2.583333333333333,4,2,2,422,25-34,F,Silver,In-Store,United Kingdom
12239,468,1,94.9,94.9,1,1,0,2.0,1,1,1,111,35-44,M,Silver,Web,Belgium
