CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12104.0,62,13,4307.9800000000005,3,3,3,333,Potential Loyalists
12105.0,2,38,53986.29,4,4,4,444,Champions
12106.0,169,12,46907.94,2,3,4,234,At Risk
12107.0,52,17,14554.74,3,4,4,344,Loyal Customers
12108.0,573,1,2.83,1,1,1,111,Lost Customers
12109.0,122,5,1305.05,2,2,2,222,At Risk
12110.0,13,29,16486.9,4,4,4,444,Champions
12111.0,27,26,19387.190000000002,4,4,4,444,Champions
12112.0,118,6,1690.3100000000002,2,2,2,222,At Risk
12114.0,32,8,4015.53,4,2,3,423,Potential Loyalists
12115.0,43,20,15958.18,4,4,4,444,Champions
12116.0,168,17,5423.28,2,4,3,243,Loyal Customers
12117.0,12,32,21985.77,4,4,4,444,Champions
12118.0,122,3,272.01,2,1,1,211,At Risk
12119.0,99,13,4895.79,3,3,3,333,Potential Loyalists
12120.0,276,1,1323.91,2,1,2,212,At Risk
12121.0,468,2,385.02,1,1,1,111,Lost Customers
12122.0,2,39,48816.659999999996,4,4,4,444,Champions
12123.0,409,1,142.35,1,1,1,111,Lost Customers
12124.0,48,28,29627.29,4,4,4,444,Champions
12126.0,68,6,1465.62,3,2,2,322,Potential Loyalists
12127.0,49,14,3345.94,4,3,3,433,Potential Loyalists
12128.0,13,29,22926.55,4,4,4,444,Champions
12129.0,12,25,17749.39,4,4,4,444,Champions
12130.0,58,4,810.51,3,1,1,311,Potential Loyalists
12131.0,114,7,1820.07,2,2,2,222,At Risk
12132.0,62,11,5879.1,3,3,3,333,Potential Loyalists
12133.0,8,31,35746.14,4,4,4,444,Champions
12134.0,55,16,6521.04,3,4,3,343,Loyal Customers
12135.0,216,9,3729.6,2,2,3,223,At Risk
12136.0,458,1,1224.96,1,1,2,112,Lost Customers
12137.0,49,5,611.88,4,2,1,421,Potential Loyalists
12138.0,32,21,19944.760000000002,4,4,4,444,Champions
12139.0,585,1,267.55,1,1,1,111,Lost Customers
12140.0,6,23,17302.29,4,4,4,444,Champions
12141.0,83,12,7486.0,3,3,3,333,Potential Loyalists
12142.0,3,21,17897.23,4,4,4,444,Champions
12143.0,11,34,28078.55,4,4,4,444,Champions
12144.0,21,34,18580.88,4,4,4,444,Champions
12145.0,81,11,6063.23,3,3,3,333,Potential Loyalists
12147.0,405,9,2550.83,1,2,2,122,Lost Customers
12148.0,6,38,54691.79,4,4,4,444,Champions
12149.0,296,2,454.21,1,1,1,111,Lost Customers
12150.0,15,28,23053.2,4,4,4,444,Champions
12151.0,411,2,474.65,1,1,1,111,Lost Customers
12152.0,17,21,24812.11,4,4,4,444,Champions
12153.0,111,10,2730.52,2,3,2,232,At Risk
12154.0,340,2,164.53,1,1,1,111,Lost Customers
12155.0,408,1,2.3,1,1,1,111,Lost Customers
12156.0,294,6,5369.29,1,2,3,123,Lost Customers
12157.0,1,36,49873.33,4,4,4,444,Champions
12158.0,162,3,376.01,2,1,1,211,At Risk
12160.0,143,11,2857.06,2,3,2,232,At Risk
12161.0,404,1,35.64,1,1,1,111,Lost Customers
12162.0,25,12,3164.41,4,3,3,433,Potential Loyalists
12163.0,51,22,23119.79,3,4,4,344,Loyal Customers
12164.0,454,1,189.8,1,1,1,111,Lost Customers
12165.0,13,21,18689.75,4,4,4,444,Champions
12166.0,486,1,243.39,1,1,1,111,Lost Customers
12167.0,341,1,60.16,1,1,1,111,Lost Customers
12168.0,89,12,5572.2300000000005,3,3,3,333,Potential Loyalists
12169.0,95,4,254.67,3,1,1,311,Potential Loyalists
12170.0,5,42,33973.38,4,4,4,444,Champions
12171.0,386,1,5.9,1,1,1,111,Lost Customers
12172.0,496,2,979.88,1,1,2,112,Lost Customers
12173.0,475,1,31.34,1,1,1,111,Lost Customers
12174.0,2,24,25644.7,4,4,4,444,Champions
12175.0,1,30,23611.74,4,4,4,444,Champions
12176.0,49,14,8821.35,4,3,3,433,Potential Loyalists
12177.0,48,11,3026.33,4,3,2,432,Potential Loyalists
12178.0,393,1,18.76,1,1,1,111,Lost Customers
12179.0,20,45,53145.97,4,4,4,444,Champions
12180.0,48,5,8227.67,4,2,3,423,Potential Loyalists
12181.0,225,11,7935.58,2,3,3,233,At Risk
12182.0,71,11,4917.04,3,3,3,333,Potential Loyalists
12183.0,211,10,5716.55,2,3,3,233,At Risk
12184.0,4,35,25202.06,4,4,4,444,Champions
12185.0,26,5,3588.8599999999997,4,2,3,423,Potential Loyalists
12187.0,131,8,5468.48,2,2,3,223,At Risk
12188.0,19,34,19642.11,4,4,4,444,Champions
12189.0,1,46,24767.99,4,4,4,444,Champions
12190.0,272,11,6637.55,2,3,3,233,At Risk
12191.0,82,12,3128.62,3,3,3,333,Potential Loyalists
12192.0,289,8,2693.5,1,2,2,122,Lost Customers
12194.0,382,1,56.12,1,1,1,111,Lost Customers
12195.0,90,4,307.15999999999997,3,1,1,311,Potential Loyalists
12196.0,4,37,39399.71,4,4,4,444,Champions
12197.0,107,11,1850.48,2,3,2,232,At Risk
12198.0,81,11,4535.7,3,3,3,333,Potential Loyalists
12199.0,54,11,9921.720000000001,3,3,3,333,Potential Loyalists
12200.0,19,27,22630.95,4,4,4,444,Champions
12201.0,459,2,1363.71,1,1,2,112,Lost Customers
12202.0,388,1,63.199999999999996,1,1,1,111,Lost Customers
12204.0,36,7,1961.52,4,2,2,422,Potential Loyalists
12205.0,80,5,1669.1299999999999,3,2,2,322,Potential Loyalists
12206.0,96,6,3861.39,3,2,3,323,Potential Loyalists
12207.0,108,4,2082.1800000000003,2,1,2,212,At Risk
12208.0,320,1,27.45,1,1,1,111,Lost Customers
12209.0,402,2,212.16000000000003,1,1,1,111,Lost Customers
12210.0,460,1,4.09,1,1,1,111,Lost Customers
12211.0,158,9,2671.94,2,2,2,222,At Risk
12212.0,503,1,8.96,1,1,1,111,Lost Customers
12213.0,71,11,4265.21,3,3,3,333,Potential Loyalists
12214.0,259,9,33190.829999999994,2,2,4,224,At Risk
12215.0,64,11,1955.04,3,3,2,332,Potential Loyalists
12216.0,580,1,148.7,1,1,1,111,Lost Customers
12217.0,492,2,181.07999999999998,1,1,1,111,Lost Customers
12218.0,155,12,5006.07,2,3,3,233,At Risk
12219.0,433,1,246.86,1,1,1,111,Lost Customers
12220.0,60,8,2457.03,3,2,2,322,Potential Loyalists
12221.0,257,16,8315.8,2,4,3,243,Loyal Customers
12222.0,203,10,3036.5,2,3,2,232,At Risk
12223.0,423,10,8775.35,1,3,3,133,Lost Customers
12224.0,73,10,1351.67,3,3,2,332,Potential Loyalists
12225.0,454,1,10.11,1,1,1,111,Lost Customers
12226.0,55,3,47438.51,3,1,4,314,Potential Loyalists
12228.0,89,3,258.33,3,1,1,311,Potential Loyalists
12229.0,55,10,3840.34,3,3,3,333,Potential Loyalists
12230.0,6,24,19250.32,4,4,4,444,Champions
12231.0,23,35,63010.409999999996,4,4,4,444,Champions
12232.0,269,11,5156.9,2,3,3,233,At Risk
12233.0,15,39,29713.13,4,4,4,444,Champions
12234.0,14,20,15071.3,4,4,4,444,Champions
12235.0,349,14,9417.87,1,3,3,133,Lost Customers
12236.0,296,19,5449.7300000000005,1,4,3,143,Loyal Customers
12238.0,69,6,1491.3600000000001,3,2,2,322,Potential Loyalists
12239.0,468,1,94.9,1,1,1,111,Lost Customers
12240.0,65,5,1026.73,3,2,2,322,Potential Loyalists
12241.0,10,21,17316.45,4,4,4,444,Champions
12242.0,159,10,1974.88,2,3,2,232,At Risk
12243.0,82,4,1067.98,3,2,2,322,Potential Loyalists
12244.0,60,4,2037.31,3,2,2,322,Potential Loyalists
12245.0,120,9,2410.66,2,2,2,222,At Risk
12246.0,71,11,1884.3700000000001,3,3,2,332,Potential Loyalists
12247.0,7,20,18626.26,4,4,4,444,Champions
12249.0,43,8,5050.28,4,2,3,423,Potential Loyalists
12250.0,94,4,2600.33,3,2,2,322,Potential Loyalists
12251.0,5,20,15105.85,4,4,4,444,Champions
12253.0,453,2,706.96,1,1,1,111,Lost Customers
12254.0,160,5,1196.98,2,2,2,222,At Risk
12255.0,178,5,1292.74,2,2,2,222,At Risk
12256.0,96,8,1896.65,3,2,2,322,Potential Loyalists
12257.0,262,8,2409.57,2,2,2,222,At Risk
12258.0,72,5,4201.0,3,2,3,323,Potential Loyalists
12259.0,146,3,317.75,2,1,1,211,At Risk
12260.0,88,3,909.98,3,1,2,312,Potential Loyalists
12261.0,520,1,62.21,1,1,1,111,Lost Customers
12262.0,424,1,211.86,1,1,1,111,Lost Customers
12263.0,74,9,1379.12,3,2,2,322,Potential Loyalists
12264.0,79,15,5331.12,3,4,3,343,Loyal Customers
12265.0,508,2,344.18,1,1,1,111,Lost Customers
12266.0,22,39,49242.159999999996,4,4,4,444,Champions
12267.0,279,1,87.72,2,1,1,211,At Risk
12268.0,554,1,9.28,1,1,1,111,Lost Customers
12270.0,398,1,24.29,1,1,1,111,Lost Customers
12271.0,5,34,36987.06,4,4,4,444,Champions
12272.0,429,1,237.25,1,1,1,111,Lost Customers
12273.0,14,32,22233.4,4,4,4,444,Champions
12274.0,182,11,3067.45,2,3,2,232,At Risk
12275.0,169,5,980.6,2,2,2,222,At Risk
12276.0,140,10,2896.37,2,3,2,232,At Risk
12277.0,235,2,617.96,2,1,1,211,At Risk
12278.0,274,9,3276.4500000000003,2,2,3,223,At Risk
12279.0,161,10,2730.75,2,3,2,232,At Risk
12280.0,357,1,2.15,1,1,1,111,Lost Customers
12281.0,151,8,3933.81,2,2,3,223,At Risk
12282.0,196,1,241.53,2,1,1,211,At Risk
12283.0,81,13,6290.77,3,3,3,333,Potential Loyalists
12284.0,114,10,8838.09,2,3,3,233,At Risk
12285.0,244,9,3086.2599999999998,2,2,2,222,At Risk
12286.0,318,1,81.06,1,1,1,111,Lost Customers
12287.0,167,6,5820.5,2,2,3,223,At Risk
12288.0,225,14,7849.03,2,3,3,233,At Risk
12289.0,126,15,8600.9,2,4,3,243,Loyal Customers
12290.0,7,33,20896.38,4,4,4,444,Champions
12291.0,9,20,11733.94,4,4,4,444,Champions
12292.0,5,41,45311.31,4,4,4,444,Champions
12293.0,184,18,13958.34,2,4,4,244,Loyal Customers
12294.0,180,9,12793.43,2,2,4,224,At Risk
12295.0,145,14,5504.09,2,3,3,233,At Risk
12296.0,1,43,32653.39,4,4,4,444,Champions
12297.0,69,9,4034.91,3,2,3,323,Potential Loyalists
12298.0,92,11,2769.04,3,3,2,332,Potential Loyalists
12299.0,7,18,37217.58,4,4,4,444,Champions
12300.0,63,5,1570.54,3,2,2,322,Potential Loyalists
12301.0,3,26,70910.5,4,4,4,444,Champions
12302.0,81,12,6964.96,3,3,3,333,Potential Loyalists
12303.0,51,9,2852.83,3,2,2,322,Potential Loyalists
12304.0,90,7,2804.75,3,2,2,322,Potential Loyalists
12305.0,18,21,11230.0,4,4,4,444,Champions
12306.0,2,21,20547.86,4,4,4,444,Champions
12307.0,47,10,3627.9700000000003,4,3,3,433,Potential Loyalists
12308.0,67,13,5852.29,3,3,3,333,Potential Loyalists
12309.0,57,11,11981.36,3,3,4,334,Potential Loyalists
12310.0,61,6,2133.34,3,2,2,322,Potential Loyalists
12311.0,136,9,3214.13,2,2,3,223,At Risk
12312.0,4,32,64374.21,4,4,4,444,Champions
12313.0,246,10,5117.26,2,3,3,233,At Risk
12314.0,76,13,11300.72,3,3,4,334,Potential Loyalists
12315.0,78,14,4711.59,3,3,3,333,Potential Loyalists
12316.0,3,19,10620.67,4,4,3,443,Champions
12317.0,165,9,2122.27,2,2,2,222,At Risk
12318.0,472,1,324.54999999999995,1,1,1,111,Lost Customers
12319.0,385,1,29.74,1,1,1,111,Lost Customers
12320.0,424,2,590.9,1,1,1,111,Lost Customers
12322.0,109,9,3564.54,2,2,3,223,At Risk
12323.0,80,7,1104.22,3,2,2,322,Potential Loyalists
12324.0,19,30,16078.3,4,4,4,444,Champions
12325.0,158,11,5403.889999999999,2,3,3,233,At Risk
12326.0,61,5,2771.7400000000002,3,2,2,322,Potential Loyalists
12327.0,212,3,1610.1299999999999,2,1,2,212,At Risk
12328.0,70,10,6110.820000000001,3,3,3,333,Potential Loyalists
12329.0,67,10,1918.53,3,3,2,332,Potential Loyalists
12330.0,297,15,5810.38,1,4,3,143,Loyal Customers
12332.0,327,6,1856.72,1,2,2,122,Lost Customers
12333.0,7,23,21422.13,4,4,4,444,Champions
12334.0,72,21,13028.36,3,4,4,344,Loyal Customers
12335.0,612,1,17.6,1,1,1,111,Lost Customers
12336.0,2,24,49952.53999999999,4,4,4,444,Champions
12337.0,499,1,94.9,1,1,1,111,Lost Customers
12338.0,217,5,775.7,2,2,1,221,At Risk
12339.0,81,7,927.8100000000001,3,2,2,322,Potential Loyalists
12340.0,88,4,2198.01,3,2,2,322,Potential Loyalists
12341.0,54,5,978.12,3,2,2,322,Potential Loyalists
12342.0,4,21,9489.08,4,4,3,443,Champions
12343.0,179,8,3200.99,2,2,3,223,At Risk
12344.0,458,1,182.64,1,1,1,111,Lost Customers
12345.0,564,1,12.86,1,1,1,111,Lost Customers
12346.0,73,9,5369.25,3,2,3,323,Potential Loyalists
12347.0,67,4,535.98,3,2,1,321,Potential Loyalists
12348.0,78,10,2815.08,3,3,2,332,Potential Loyalists
12350.0,267,1,39.24,2,1,1,211,At Risk
12352.0,89,9,50511.67999999999,3,2,4,324,Potential Loyalists
12353.0,10,33,60914.62,4,4,4,444,Champions
12354.0,53,4,1062.78,3,2,2,322,Potential Loyalists
12356.0,309,1,84.75999999999999,1,1,1,111,Lost Customers
12357.0,64,6,1536.32,3,2,2,322,Potential Loyalists
12358.0,116,5,1440.74,2,2,2,222,At Risk
12359.0,67,11,10121.67,3,3,3,333,Potential Loyalists
12360.0,169,2,202.16000000000003,2,1,1,211,At Risk
12361.0,51,9,3523.68,3,2,3,323,Potential Loyalists
12362.0,47,27,18805.24,4,4,4,444,Champions
12363.0,22,25,11338.68,4,4,4,444,Champions
12364.0,260,13,4176.42,2,3,3,233,At Risk
12365.0,248,6,1086.3600000000001,2,2,2,222,At Risk
12366.0,17,26,19179.77,4,4,4,444,Champions
12367.0,92,7,1909.33,3,2,2,322,Potential Loyalists
12368.0,172,5,4888.990000000001,2,2,3,223,At Risk
12369.0,310,10,9501.79,1,3,3,133,Lost Customers
12370.0,597,2,751.71,1,1,1,111,Lost Customers
12371.0,266,6,1250.29,2,2,2,222,At Risk
12373.0,4,27,28396.510000000002,4,4,4,444,Champions
12374.0,109,8,1994.44,2,2,2,222,At Risk
12375.0,172,4,483.82,2,2,1,221,At Risk
12376.0,210,9,4783.87,2,2,3,223,At Risk
12377.0,104,10,5696.31,3,3,3,333,Potential Loyalists
12378.0,281,13,11427.8,2,3,4,234,At Risk
12379.0,18,29,28373.48,4,4,4,444,Champions
12380.0,549,1,2.15,1,1,1,111,Lost Customers
12381.0,10,21,16553.25,4,4,4,444,Champions
12382.0,79,10,1479.47,3,3,2,332,Potential Loyalists
12383.0,69,6,1392.63,3,2,2,322,Potential Loyalists
12384.0,410,1,86.81,1,1,1,111,Lost Customers
12385.0,133,9,5192.97,2,2,3,223,At Risk
12387.0,3,20,13652.18,4,4,4,444,Champions
12388.0,41,10,1346.45,4,3,2,432,Potential Loyalists
12389.0,504,2,183.9,1,1,1,111,Lost Customers
12390.0,18,32,18720.26,4,4,4,444,Champions
12391.0,423,1,733.49,1,1,1,111,Lost Customers
12392.0,57,5,2161.04,3,2,2,322,Potential Loyalists
12393.0,402,1,37.26,1,1,1,111,Lost Customers
12394.0,559,1,59.98,1,1,1,111,Lost Customers
12395.0,79,10,2246.8,3,3,2,332,Potential Loyalists
12396.0,339,1,9.27,1,1,1,111,Lost Customers
12397.0,480,1,512.35,1,1,1,111,Lost Customers
12398.0,427,1,22.68,1,1,1,111,Lost Customers
12399.0,256,4,608.55,2,2,1,221,At Risk
12400.0,36,19,19332.43,4,4,4,444,Champions
12401.0,476,1,1093.96,1,1,2,112,Lost Customers
12402.0,579,1,22.68,1,1,1,111,Lost Customers
12403.0,9,33,40156.96,4,4,4,444,Champions
12404.0,269,1,32.019999999999996,2,1,1,211,At Risk
12405.0,23,28,26914.14,4,4,4,444,Champions
12406.0,8,33,91058.2,4,4,4,444,Champions
12407.0,3,19,13284.68,4,4,4,444,Champions
12408.0,308,7,3443.06,1,2,3,123,Lost Customers
12409.0,389,7,1620.23,1,2,2,122,Lost Customers
12410.0,1,29,13351.55,4,4,4,444,Champions
12411.0,8,24,20375.34,4,4,4,444,Champions
12413.0,256,6,4472.87,2,2,3,223,At Risk
12414.0,97,7,10423.14,3,2,3,323,Potential Loyalists
12415.0,7,26,45591.32000000001,4,4,4,444,Champions
12416.0,46,10,2712.92,4,3,2,432,Potential Loyalists
12417.0,360,5,3667.19,1,2,3,123,Lost Customers
12418.0,26,45,26298.95,4,4,4,444,Champions
12419.0,11,37,42424.37,4,4,4,444,Champions
12420.0,114,7,1430.06,2,2,2,222,At Risk
12421.0,224,16,10002.47,2,4,3,243,Loyal Customers
12422.0,11,34,49292.729999999996,4,4,4,444,Champions
12423.0,140,8,14802.07,2,2,4,224,At Risk
12424.0,46,25,16035.74,4,4,4,444,Champions
12425.0,37,11,10706.52,4,3,3,433,Potential Loyalists
12426.0,33,31,42607.6,4,4,4,444,Champions
12427.0,5,11,8316.07,4,3,3,433,Potential Loyalists
12428.0,35,20,19262.329999999998,4,4,4,444,Champions
12429.0,408,2,366.69,1,1,1,111,Lost Customers
12430.0,71,14,25218.75,3,3,4,334,Potential Loyalists
12431.0,10,30,67616.85,4,4,4,444,Champions
12432.0,6,38,23718.34,4,4,4,444,Champions
12433.0,331,1,372.5,1,1,1,111,Lost Customers
12434.0,12,42,30838.05,4,4,4,444,Champions
12435.0,441,1,154.15,1,1,1,111,Lost Customers
12436.0,127,8,1281.28,2,2,2,222,At Risk
12437.0,50,4,2389.72,4,2,2,422,Potential Loyalists
12438.0,144,4,4271.49,2,2,3,223,At Risk
12439.0,543,2,254.52,1,1,1,111,Lost Customers
12440.0,197,11,4556.4400000000005,2,3,3,233,At Risk
12441.0,131,8,15743.54,2,2,4,224,At Risk
12442.0,87,7,2464.38,3,2,2,322,Potential Loyalists
12443.0,76,10,1069.05,3,3,2,332,Potential Loyalists
12444.0,186,11,4306.07,2,3,3,233,At Risk
12445.0,519,1,52.760000000000005,1,1,1,111,Lost Customers
12447.0,206,8,3160.77,2,2,3,223,At Risk
12448.0,21,18,9927.289999999999,4,4,3,443,Champions
12449.0,7,38,36701.18,4,4,4,444,Champions
12450.0,386,1,642.24,1,1,1,111,Lost Customers
12451.0,3,40,22775.4,4,4,4,444,Champions
12452.0,100,9,2465.39,3,2,2,322,Potential Loyalists
12453.0,68,10,2199.9300000000003,3,3,2,332,Potential Loyalists
12454.0,274,20,8241.67,2,4,3,243,Loyal Customers
12455.0,252,5,2355.19,2,2,2,222,At Risk
12456.0,71,14,3434.9700000000003,3,3,3,333,Potential Loyalists
12457.0,354,10,5275.64,1,3,3,133,Lost Customers
12458.0,283,1,157.53,2,1,1,211,At Risk
12459.0,162,5,5337.96,2,2,3,223,At Risk
12460.0,324,17,4436.17,1,4,3,143,Loyal Customers
12462.0,427,1,157.10999999999999,1,1,1,111,Lost Customers
12463.0,310,7,3002.9700000000003,1,2,2,122,Lost Customers
12464.0,155,4,25594.99,2,2,4,224,At Risk
12465.0,55,7,26686.980000000003,3,2,4,324,Potential Loyalists
12466.0,75,7,3712.81,3,2,3,323,Potential Loyalists
12467.0,36,4,2121.79,4,2,2,422,Potential Loyalists
12468.0,142,11,5404.89,2,3,3,233,At Risk
12470.0,170,8,16404.2,2,2,4,224,At Risk
12471.0,75,10,2326.19,3,3,2,332,Potential Loyalists
12472.0,331,4,2267.86,1,2,2,122,Lost Customers
12473.0,321,6,756.28,1,2,1,121,Lost Customers
12474.0,551,1,15.45,1,1,1,111,Lost Customers
12475.0,26,29,24382.22,4,4,4,444,Champions
12476.0,389,1,40.92,1,1,1,111,Lost Customers
12477.0,49,21,11405.99,4,4,4,444,Champions
12478.0,134,5,2367.04,2,2,2,222,At Risk
12479.0,339,5,1692.5,1,2,2,122,Lost Customers
12480.0,91,11,2787.47,3,3,2,332,Potential Loyalists
12481.0,30,21,26710.57,4,4,4,444,Champions
12482.0,27,28,18659.0,4,4,4,444,Champions
12483.0,139,4,1007.9,2,2,2,222,At Risk
12484.0,61,9,4768.06,3,2,3,323,Potential Loyalists
12485.0,81,7,3344.46,3,2,3,323,Potential Loyalists
12486.0,3,29,21565.61,4,4,4,444,Champions
12487.0,307,1,688.58,1,1,1,111,Lost Customers
12488.0,2,19,12597.23,4,4,4,444,Champions
12489.0,339,1,246.86,1,1,1,111,Lost Customers
12490.0,67,13,2803.58,3,3,2,332,Potential Loyalists
12492.0,65,7,1638.84,3,2,2,322,Potential Loyalists
12493.0,77,9,7060.339999999999,3,2,3,323,Potential Loyalists
12494.0,17,35,19982.66,4,4,4,444,Champions
12495.0,410,1,1284.48,1,1,2,112,Lost Customers
12496.0,20,31,68256.19,4,4,4,444,Champions
12497.0,526,1,22.67,1,1,1,111,Lost Customers
12498.0,71,13,7701.4800000000005,3,3,3,333,Potential Loyalists
12499.0,74,5,1153.6,3,2,2,322,Potential Loyalists
12500.0,118,11,4460.71,2,3,3,233,At Risk
12502.0,65,11,2816.04,3,3,2,332,Potential Loyalists
12503.0,4,29,31754.219999999998,4,4,4,444,Champions
12504.0,293,1,201.02,1,1,1,111,Lost Customers
12505.0,55,6,3643.65,3,2,3,323,Potential Loyalists
12506.0,15,22,12202.86,4,4,4,444,Champions
12507.0,74,7,2071.75,3,2,2,322,Potential Loyalists
12508.0,70,10,3508.56,3,3,3,333,Potential Loyalists
12509.0,534,1,43.41,1,1,1,111,Lost Customers
12510.0,457,2,199.91,1,1,1,111,Lost Customers
12511.0,262,1,149.43,2,1,1,211,At Risk
